연번,학교급,시군명,읍면동,설립별,학교명,신설휴원,학급수,학생수,우편번호,주소,연락처,팩스번호,비고
192,유치원,아산,배방읍,공립,아산공수초등학교병설유치원,,5,72,31480,충남 아산시 배방읍 모산로 38-59,041-424-7904,041-532-8243,
193,유치원,아산,탕정면,공립,탕정초등학교병설유치원,,2,16,31457,충남 아산시 탕정면 탕정면로 105,041-544-5873,041-541-0656,
194,유치원,아산,탕정면,공립,동덕초등학교병설유치원,,3,18,31458,충남 아산시 탕정면 탕정면로 381 ,041-533-3814,041-533-3815,
195,유치원,아산,탕정면,공립,탕정미래초등학교병설유치원,,4,39,31457,충남 아산시 탕정면 탕정면로 54-15 ,041-538-9999,041-549-6810,
196,유치원,아산,염치읍,공립,염티초등학교병설유치원,휴원,0,0,31445,충남 아산시 염치읍 염치로 49,041-541-8734,041-544-3812,2025-03-01자 휴원
197,유치원,아산,염치읍,공립,송곡초등학교병설유치원,휴원,0,0,31450,충남 아산시 염치읍 송곡길 112,041-549-1095,041-543-8255,2024-03-01자 휴원
198,유치원,아산,음봉면,공립,음봉초등학교병설유치원,,1,7,31443,충남 아산시 음봉면 아산온천로 517,041-544-2805,041-542-2805,
199,유치원,아산,음봉면,공립,월랑초등학교병설유치원,,5,60,31416,충남 아산시 음봉면 음봉로 515-50,041-541-4742,041-543-5448,
200,유치원,아산,음봉면,공립,쌍룡초등학교병설유치원,휴원,0,0,31414,충남 아산시 음봉면 연암율금로 499,041-545-6999,041-546-0334,2025-03-01자 휴원
201,유치원,아산,음봉면,공립,산동초등학교병설유치원,,4,51,31418,충남 아산시 음봉면 산동희망로 10,041-427-7051,041-427-7059,
202,유치원,아산,둔포면,공립,둔포초등학교병설유치원,,2,13,31405,충남 아산시 둔포면 둔포중앙로 161번길 7 ,041-531-0054,041-532-0243,
203,유치원,아산,둔포면,공립,염작초등학교병설유치원,,3,34,31406,충남 아산시 둔포면 아산밸리중앙로 33,041-531-1123,041-531-4627,
204,유치원,아산,둔포면,공립,남창초등학교병설유치원,,1,6,31401,충남 아산시 둔포면 신남북길 16,041-531-8844,041-531-9910,
205,유치원,아산,둔포면,공립,관대초등학교병설유치원,,1,10,31411,충남 아산시 둔포면 산전길 19,041-531-1590,041-532-2285,
206,유치원,아산,선장면,공립,선장초등학교병설유치원,,1,2,31546,충남 아산시 선장면 서부남로 21,041-542-0731,041-544-0999,1면1원
207,유치원,아산,도고면,공립,도고초등학교병설유치원,,1,2,31552,충남 아산시 도고면 도고산로 598,041-544-3811,041-544-7289,1면1원 적용
208,유치원,아산,도고면,공립,도고온천초등학교병설유치원,휴원,0,0,31550,충남 아산시 도고면 도고면로 73,041-542-0029,041-544-2254,2024-03-01자 휴원
209,유치원,아산,신창면,공립,신창초등학교병설유치원,,1,6,31462,충남 아산시 신창면 서부남로 840번길 26,041-541-5173,041-543-7774,
210,유치원,아산,신창면,공립,오목초등학교병설유치원,,1,6,31534,충남 아산시 신창면 서부북로 547,041-542-7263,041-542-7268,
211,유치원,아산,배방읍,공립,배방유치원,,8,105,31487,충남 아산시 배방읍 북수로 25번길 10,041-549-0141,041-549-0145,
212,유치원,아산,영인면,공립,아산흰돌유치원,,6,51,31402,충남 아산시 영인면 아산호로 229 ,041-549-6313,041-549-6315,
213,유치원,아산,배방읍,공립,아산월천유치원,,10,78,31494,충남 아산시 배방읍 월천3길 16,041-549-6742,041-549-6748,
214,유치원,아산,탕정면,공립,한들물빛유치원,,13,208,31465,충남 아산시 탕정면 한들물빛1로 48,041-910-8301,041-531-0975,
215,유치원,아산,배방읍,공립,아산세교유치원,,15,222,31473,충남 아산시 배방읍 세교중앙1길 9,041-532-3521,041-532-3528,
216,유치원,아산,탕정면,공립,한들물빛초등학교병설유치원,,4,52,31465,충남 아산시 탕정면 한들물빛도시로 49,041-424-8404,041-527-1236,
217,유치원,아산,탕정면,공립,아산갈산초등학교병설유치원,,4,52,31461,충남 아산시 탕정면 갈산교로 210,041-532-7106,041-532-7109,
218,유치원,아산,권곡동,사립,온양제일유치원,,3,68,31524,충남 아산시 모종북로17,041-533-5074,041-533-5075,
219,유치원,아산,초사동,사립,룸비니글로벌유치원,,6,98,31539,충남 아산시 신정로 183,041-548-3553,041-542-3553,명칭변경(기존 룸비니전원유치원)
220,유치원,아산,음봉면,사립,삼일푸른유치원,,6,118,31419,충남 아산시 음봉면 음봉로 847,041-532-0990,041-532-0991,
221,유치원,아산,배방읍,사립,프라임유치원,,7,153,31491,충남 아산시 배방읍 북수로 111번길 6-9,041-533-3852,041-533-3850,
222,유치원,아산,배방읍,사립,자연유치원,,8,135,31479,충남 아산시 배방읍 공수길 120-14,041-548-5611,041-548-5613,
223,유치원,아산,풍기동,사립,숲속성광유치원,,9,150,31580,충남 아산시 남부로 370-54,041-542-9977,041-542-9923,
224,유치원,아산,용화동,사립,수정명문유치원,,5,108,31567,충남 아산시 시민로291번길 30-6,041-546-8290,041-549-6882,
225,유치원,아산,배미동,사립,해와달유치원,,3,52,31531,충남 아산시 서부북로 956,041-531-7979,02-6442-7974,
226,유치원,아산,용화동,사립,대명아이웰유치원,,5,50,31568,충남 아산시 시민로 208번길 3-7,041-534-0017,041-534-2017,
227,유치원,아산,풍기동,사립,아이사랑유치원,,10,182,31579,충남 아산시 남부로 321-19,041-542-8881,041-543-6888,
228,유치원,아산,신창면,사립,빛나유치원,,3,45,33652,충남 아산시 온천대로 1092번길 75,041-545-0400,0504-145-8006,
229,유치원,아산,배방읍,사립,아주나유치원,,13,272,31462,충남 아산시 배방읍 용연동길 48,041-545-7400,041-545-7407,
230,유치원,아산,실옥동,사립,하늘유치원,,6,111,31504,충남 아산시 문화로 26-9,041-532-5008,041-549-5831,
231,유치원,아산,득산동,사립,아이세상유치원,,5,70,31531,충남 아산시 온천대로 1105-17,041-532-0271,041-548-0777,
232,유치원,아산,용화동,사립,수정아트유치원,,5,109,31567,충남 아산시 시민로 291번길 31-5,041-543-8290,041-549-6882,
233,유치원,아산,염치읍,사립,아해랑유치원,,10,208,31450,충남 아산시 염치읍 송곡남길 82-5,041-532-1005,041-532-1003,
234,유치원,아산,탕정면,사립,삼성샛별유치원,,13,229,31456,충남 아산시 탕정면 탕정면로 22번길 13,041-531-6701,041-531-6009,
235,유치원,아산,배방읍,사립,하나유치원,,6,83,31486,충남 아산시 배방읍 모산로126번길 17-5,041-532-0065,041-532-0086,
236,유치원,아산,배방읍,사립,일심유치원,,7,120,31495,충남 아산시 배방읍 봉강천로 171,041-546-6435,041-545-6435,
237,유치원,아산,배방읍,사립,세종유치원,,15,300,31462,충남 아산시 배방읍 용연동길 54,041-547-6601,041-549-6603,
238,유치원,아산,둔포면,사립,사랑유치원,,15,296,31406,충남 아산시 둔포면 아산밸리중앙로 36,041-541-6336,041-541-6335,
239,유치원,아산,음봉면,사립,예지슬유치원,,15,253,31416,충남 아산시 음봉면 월암로 199번길 119-15,041-425-2100,041-425-2101,
240,유치원,아산,둔포면,사립,큰곰유치원,,12,229,31405,충남 아산시 둔포면 둔포로38번길 135-18,041-543-7007,041-543-9955,
241,유치원,서산,석남동,공립,서산서림유치원,,6,52,31999,충남 서산시 덕지천로 104(석남동),041-667-9553,041-667-9500,
242,유치원,서산,동문동,공립,서산초등학교병설유치원,,5,30,31983,충남 서산시 중앙로 38-1,041-665-1312,041-664-5126,
243,유치원,서산,동문동,공립,서동초등학교병설유치원,,1,11,31979,충남 서산시 쌍연남1로 19-5,041-681-8055,041-665-1431,
244,유치원,서산,오남동,공립,오산초등학교병설유치원,,1,5,32009,충남 서산시 덕지천로 436,041-669-2709,041-669-2706,
245,유치원,서산,죽성동,공립,서령초등학교병설유치원,,1,3,32007,충남 서산시 남부순환로 749,041-665-7779,041-664-0757,
246,유치원,서산,읍내동,공립,부춘초등학교병설유치원,,3,26,31985,충남 서산시 양유정 3로 9 (읍내동 130),041-669-2236,041-665-7484,
247,유치원,서산,읍내동,공립,학돌초등학교병설유치원,,3,16,31971,충남 서산시 부춘1로 35(읍내동),041-668-8612,041-668-8611,
248,유치원,서산,석림동,공립,서산석림초등학교병설유치원,,2,26,32003,충남 서산시 동서1로 41-6 ,041-668-6093,041-668-0444,
249,유치원,서산,예천동,공립,예천새뜰유치원,,10,124,31998,충남 서산시 예천7로 49-10,041-664-9918,041-664-3581,
250,유치원,서산,예천동,공립,서산예천초등학교병설유치원,,2,24,31998,충남 서산시 예천 1로 3-21,041-681-5477,041-681-5479,
251,유치원,서산,동문동,공립,서산동문초등학교병설유치원,,1,10,31967,충남 서산시 쌍연북 2로 31,041-668-7916,041-668-7919,
252,유치원,서산,예천동,공립,서산서남초등학교병설유치원,,5,50,31998,충남 서산시 예천2로 19,041-671-5000,041-662-6550,
253,유치원,서산,대산읍,공립,대산초등학교병설유치원,,3,34,31909,충남 서산시 대산읍 구진로 40-5,041-669-0152,041-664-8447,
254,유치원,서산,대산읍,공립,명지초등학교병설유치원,휴원,0,0,31907,충남 서산시 대산읍 명지3로25,041-664-9286,041-664-1744,2023-03-01자 휴원
255,유치원,서산,대산읍,공립,서산대진초등학교병설유치원,휴원,0,0,31906,충남 서산시 대산읍 기은아섬길 16,041-681-7055,041-681-6623,2025-03-01자 휴원
256,유치원,서산,인지면,공립,인지초등학교병설유치원,,1,9,32015,충남 서산시 인지면 둔산1길 1,041-662-1045,041-663-0622,
257,유치원,서산,인지면,공립,차동초등학교병설유치원,,1,3,32012,충남 서산시 인지면 차동길 140,041-662-1709,041-664-6906,
258,유치원,서산,부석면,공립,부석초등학교병설유치원,,1,3,32019,충남 서산시 부석면 취평 2길 37-6,041-669-0935,041-664-9960,
259,유치원,서산,부석면,공립,강당초등학교병설유치원,,1,6,32021,충남 서산시 부석면 인정로 183,041-669-6865,041-669-6868,
260,유치원,서산,부석면,공립,가사초등학교병설유치원,,1,3,32017,충남 서산시 부석면 강경벌로 478,041-662-1396,041-669-1393,
261,유치원,서산,팔봉면,공립,팔봉초등학교병설유치원,,1,7,31923,충남 서산시 팔봉면 한재무두리1길 233,041-669-6020,041-669-1963,1면1원
262,유치원,서산,지곡면,공립,부성초등학교병설유치원,,2,17,31919,충남 서산시 지곡면 화천1로 83,041-664-4512,041-664-4515,
263,유치원,서산,성연면,공립,성연유치원,,14,193,31930,충남 서산시 성연면 옥동샘길 11-8,041-664-7641,041-664-7647,
264,유치원,서산,음암면,공립,음암초등학교병설유치원,,1,14,31936,충남 서산시 음암면 도당로 5,041-669-6215,041-669-6213,
265,유치원,서산,음암면,공립,동암초등학교병설유치원,,1,9,31941,충남 서산시 음암면 동암마을길 14-3,041-669-2298,041-669-2254,
266,유치원,서산,운산면,공립,운산초등학교병설유치원,휴원,0,0,31945,충남 서산시 운산면 운암로 1037,041-669-6350,041-669-6343,2025-03-01자 휴원
267,유치원,서산,운산면,공립,운신초등학교병설유치원,,1,4,31948,충남 서산시 운산면 해운로 539,041-688-4105,041-688-4102,
268,유치원,서산,해미면,공립,해미초등학교병설유치원,,1,6,31960,충남 서산시 해미면 성지1로 81,041-688-1592,041-688-1598,
269,유치원,서산,해미면,공립,언암초등학교병설유치원,,1,6,31959,충남 서산시 해미면 기지1길 27,041-688-9046,041-688-9047,
270,유치원,서산,고북면,공립,고북초등학교병설유치원,,1,2,32027,충남 서산시 고북면 고북3로 19,041-669-6304,041-669-6306,1면1원
271,유치원,서산,동문동,사립,천사유치원,,6,111,31975,충남 서산시 서령로 53,041-669-1004,041-669-1005,
272,유치원,서산,읍내동,사립,서광유치원,,4,64,31970,충남 서산시 부춘산1로 17,041-666-1510,041-666-2577,
273,유치원,서산,죽성동,사립,삼성유치원,,4,54,32007,충남 서산시 남부순환로767,041-664-3144,041-664-3145,
274,유치원,서산,석림동,사립,꿈동산유치원,휴원,0,0,32002,충남 서산시 벌말1길 25,041-667-3937, ,2026-02-28 까지 휴원 연장
275,유치원,서산,대산읍,사립,대장유치원,,6,120,31912,충남 서산시 대산읍 탑성골 2길 33,041-663-8380,041-669-8380,
276,유치원,서산,인지면,사립,아이숲유치원,휴원(예정),0,0,32013,충남 서산시 인지면 풍전2길 80-6,041-669-7814,041-664-7814,"2024년부터 원아 없음, 2025.3월중 휴원 예정"
277,유치원,서산,인지면,사립,우리유치원,,6,110,32015,충남 서산시 인지면 둔산1길 115-11,041-667-8771,0504-038-8636,
278,유치원,서산,읍내동,사립,서정유치원,,7,144,31973,충남 서산시 부춘3로 9,041-664-5335,041-667-7981,
279,유치원,서산,지곡면,사립,늘푸른유치원,,4,53,31920,충남 서산시 지곡면 충의로 762-95,041-664-5748,041-664-5748,
280,유치원,서산,석남동,사립,해맑은유치원,,3,57,31995,충남 서산시 석남2로 18-13,041-669-9414,041-669-9419,
281,유치원,논산,강경읍,공립,강경중앙초등학교병설유치원,,4,25,32934,논산시 강경읍 옥녀봉로 8,041-745-0678,041-745-0679,
282,유치원,논산,연무읍,공립,구자곡초등학교병설유치원,,1,5,33011,논산시 연무로 369(연무읍),041-980-2997,041-742-2997,
283,유치원,논산,연무읍,공립,연무초등학교병설유치원,,1,4,33013,논산시 연무읍 득안대로 527번지,041-742-6961,041-742-2992,
284,유치원,논산,연무읍,공립,연무중앙초등학교병설유치원,,1,8,33008,논산시 연무읍 연무로 211-14,041-741-4112,041-742-4370,
285,유치원,논산,성동면,공립,성동초등학교병설유치원,,1,4,32927,논산시 성동면 성동로 240번길 30,041-734-2622,041-732-6027,
286,유치원,논산,성동면,공립,원봉초등학교병설유치원,휴원,0,0,32926,논산시 성동면 성동로 552,041-734-6084,041-735-4416,2024-03-01자 휴원
287,유치원,논산,광석면,공립,광석초등학교병설유치원,,1,6,32922,논산시 광석면 사계로 451,041-732-8015,041-734-3351,
288,유치원,논산,광석면,공립,왕전초등학교병설유치원,,1,5,32920,논산시 광석면 왕전2길 12,041-733-8069,041-733-2283,
289,유치원,논산,노성면,공립,노성초등학교병설유치원,,1,3,32902,논산시 노성면 노성로 507번길 11,041-736-5580,041-735-5386,1면1원
290,유치원,논산,상월면,공립,상월초등학교병설유치원,,1,4,32904,논산시 상월면 신충리 백일헌로 1025-13,041-733-3757,041-732-9687,1면1원
291,유치원,논산,부적면,공립,부적초등학교병설유치원,,1,2,32917,논산시 부적면 남마구평길 70,041-733-7087,041-732-1008,2025 학급편성 점검 대상(3명->2명)
